State,Sightseeing Place,Category
Arunachal Pradesh,Fort Point 1307,Leisure
Meghalaya,Lake Point 1308,Viewpoint
Assam,Temple Point 1309,Cultural
Goa,Beach Point 1310,Wildlife
Chhattisgarh,Fort Point 1311,Religious
Nagaland,Beach Point 1312,Adventure
Mizoram,Hilltop Point 1313,Leisure
Bihar,Temple Point 1314,Historical
Nagaland,Fort Point 1315,Adventure
Andhra Pradesh,Monastery Point 1316,Religious
Meghalaya,Sanctuary Point 1317,Cultural
Sikkim,Sanctuary Point 1318,Cultural
Arunachal Pradesh,Waterfall Point 1319,Cultural
Tripura,Waterfall Point 1320,Adventure
Nagaland,Hilltop Point 1321,Leisure
Goa,Park Point 1322,Viewpoint
Tripura,Beach Point 1323,Religious
Bihar,Temple Point 1324,Wildlife
Punjab,Beach Point 1325,Adventure
Sikkim,Beach Point 1326,Cultural
Assam,Park Point 1327,Adventure
Andhra Pradesh,Beach Point 1328,Adventure
Nagaland,Park Point 1329,Adventure
Manipur,Sanctuary Point 1330,Historical
Chhattisgarh,Lake Point 1331,Cultural
Chhattisgarh,Waterfall Point 1332,Leisure
Bihar,Fort Point 1333,Viewpoint
Punjab,Fort Point 1334,Leisure
Nagaland,Beach Point 1335,Wildlife
Chhattisgarh,Sanctuary Point 1336,Religious
Bihar,Fort Point 1337,Cultural
Tripura,Temple Point 1338,Cultural
Nagaland,Lake Point 1339,Nature
Haryana,Beach Point 1340,Cultural
Bihar,Waterfall Point 1341,Religious
Chhattisgarh,Waterfall Point 1342,Historical
Tripura,Park Point 1343,Wildlife
Meghalaya,Monastery Point 1344,Cultural
Goa,Hilltop Point 1345,Religious
Chhattisgarh,Cave Point 1346,Historical
Assam,Sanctuary Point 1347,Historical
Sikkim,Park Point 1348,Adventure
Chhattisgarh,Hilltop Point 1349,Nature
Arunachal Pradesh,Beach Point 1350,Wildlife
Punjab,Waterfall Point 1351,Viewpoint
Punjab,Waterfall Point 1352,Cultural
Goa,Cave Point 1353,Viewpoint
Nagaland,Park Point 1354,Nature
Tripura,Sanctuary Point 1355,Historical
Nagaland,Fort Point 1356,Viewpoint
Chhattisgarh,Park Point 1357,Viewpoint
Mizoram,Sanctuary Point 1358,Leisure
Assam,Sanctuary Point 1359,Viewpoint
Arunachal Pradesh,Cave Point 1360,Adventure
Manipur,Lake Point 1361,Wildlife
Nagaland,Lake Point 1362,Cultural
Nagaland,Park Point 1363,Historical
Manipur,Lake Point 1364,Leisure
Andhra Pradesh,Sanctuary Point 1365,Leisure
Mizoram,Beach Point 1366,Cultural
Manipur,Hilltop Point 1367,Leisure
Haryana,Hilltop Point 1368,Viewpoint
Assam,Hilltop Point 1369,Nature
Haryana,Monastery Point 1370,Adventure
Chhattisgarh,Lake Point 1371,Cultural
Manipur,Park Point 1372,Wildlife
Arunachal Pradesh,Sanctuary Point 1373,Cultural
Chhattisgarh,Sanctuary Point 1374,Adventure
Manipur,Cave Point 1375,Viewpoint
Haryana,Lake Point 1376,Viewpoint
Chhattisgarh,Hilltop Point 1377,Leisure
Sikkim,Park Point 1378,Nature
Punjab,Cave Point 1379,Nature
Arunachal Pradesh,Lake Point 1380,Leisure
Nagaland,Park Point 1381,Adventure
Andhra Pradesh,Beach Point 1382,Religious
Arunachal Pradesh,Sanctuary Point 1383,Cultural
Goa,Hilltop Point 1384,Historical
Bihar,Temple Point 1385,Religious
Nagaland,Monastery Point 1386,Wildlife
Arunachal Pradesh,Temple Point 1387,Wildlife
Sikkim,Fort Point 1388,Nature
Nagaland,Park Point 1389,Wildlife
Arunachal Pradesh,Temple Point 1390,Religious
Assam,Sanctuary Point 1391,Religious
Nagaland,Sanctuary Point 1392,Adventure
Assam,Lake Point 1393,Wildlife
Chhattisgarh,Temple Point 1394,Wildlife
Andhra Pradesh,Park Point 1395,Wildlife
Meghalaya,Waterfall Point 1396,Cultural
Assam,Fort Point 1397,Religious
Nagaland,Park Point 1398,Religious
Mizoram,Hilltop Point 1399,Wildlife
Manipur,Cave Point 1400,Cultural
Andhra Pradesh,Beach Point 1401,Historical
Bihar,Cave Point 1402,Adventure
Manipur,Beach Point 1403,Adventure
Haryana,Monastery Point 1404,Religious
Chhattisgarh,Sanctuary Point 1405,Nature
Chhattisgarh,Cave Point 1406,Nature
Goa,Lake Point 1407,Leisure
Nagaland,Monastery Point 1408,Religious
Mizoram,Waterfall Point 1409,Nature
Bihar,Beach Point 1410,Viewpoint
Manipur,Temple Point 1411,Adventure
Meghalaya,Fort Point 1412,Leisure
Bihar,Sanctuary Point 1413,Cultural
Sikkim,Temple Point 1414,Historical
Bihar,Fort Point 1415,Viewpoint
Manipur,Monastery Point 1416,Adventure
Bihar,Park Point 1417,Historical
Haryana,Beach Point 1418,Cultural
Haryana,Fort Point 1419,Cultural
Assam,Park Point 1420,Religious
Mizoram,Sanctuary Point 1421,Cultural
Mizoram,Cave Point 1422,Historical
Bihar,Lake Point 1423,Nature
Andhra Pradesh,Sanctuary Point 1424,Viewpoint
Tripura,Beach Point 1425,Historical
Haryana,Temple Point 1426,Wildlife
Chhattisgarh,Hilltop Point 1427,Religious
Goa,Monastery Point 1428,Viewpoint
Mizoram,Cave Point 1429,Historical
Punjab,Temple Point 1430,Adventure
Tripura,Sanctuary Point 1431,Nature
Mizoram,Lake Point 1432,Historical
Nagaland,Lake Point 1433,Adventure
Manipur,Park Point 1434,Cultural
Sikkim,Temple Point 1435,Viewpoint
Haryana,Lake Point 1436,Historical
Bihar,Cave Point 1437,Leisure
Arunachal Pradesh,Monastery Point 1438,Religious
Punjab,Cave Point 1439,Historical
Andhra Pradesh,Sanctuary Point 1440,Religious
Meghalaya,Park Point 1441,Wildlife
Mizoram,Park Point 1442,Religious
Assam,Lake Point 1443,Religious
Tripura,Monastery Point 1444,Leisure
Mizoram,Sanctuary Point 1445,Cultural
Tripura,Hilltop Point 1446,Cultural
Bihar,Waterfall Point 1447,Nature
Mizoram,Beach Point 1448,Viewpoint
Chhattisgarh,Temple Point 1449,Cultural
Sikkim,Park Point 1450,Historical
Assam,Fort Point 1451,Cultural
Andhra Pradesh,Beach Point 1452,Religious
Assam,Lake Point 1453,Viewpoint
Chhattisgarh,Monastery Point 1454,Nature
Assam,Fort Point 1455,Wildlife
Assam,Sanctuary Point 1456,Religious
Haryana,Monastery Point 1457,Nature
Andhra Pradesh,Lake Point 1458,Wildlife
Arunachal Pradesh,Fort Point 1459,Nature
Chhattisgarh,Temple Point 1460,Religious
Sikkim,Temple Point 1461,Religious
Andhra Pradesh,Monastery Point 1462,Nature
Tripura,Lake Point 1463,Adventure
Arunachal Pradesh,Park Point 1464,Cultural
Andhra Pradesh,Beach Point 1465,Wildlife
Sikkim,Park Point 1466,Historical
Mizoram,Lake Point 1467,Nature
Goa,Park Point 1468,Religious
Mizoram,Temple Point 1469,Religious
Andhra Pradesh,Sanctuary Point 1470,Historical
Chhattisgarh,Hilltop Point 1471,Cultural
Assam,Monastery Point 1472,Religious
Nagaland,Sanctuary Point 1473,Historical
Manipur,Hilltop Point 1474,Religious
Mizoram,Fort Point 1475,Historical
Arunachal Pradesh,Waterfall Point 1476,Wildlife
Assam,Sanctuary Point 1477,Historical
Andhra Pradesh,Cave Point 1478,Viewpoint
Goa,Temple Point 1479,Historical
Haryana,Fort Point 1480,Adventure
Punjab,Waterfall Point 1481,Leisure
Goa,Cave Point 1482,Adventure
Sikkim,Fort Point 1483,Nature
Mizoram,Fort Point 1484,Leisure
Chhattisgarh,Monastery Point 1485,Viewpoint
Nagaland,Sanctuary Point 1486,Wildlife
Assam,Fort Point 1487,Viewpoint
Meghalaya,Beach Point 1488,Cultural
Goa,Cave Point 1489,Wildlife
Nagaland,Temple Point 1490,Nature
Haryana,Hilltop Point 1491,Wildlife
Mizoram,Beach Point 1492,Historical
Mizoram,Monastery Point 1493,Viewpoint
Goa,Temple Point 1494,Religious
Punjab,Park Point 1495,Viewpoint
Goa,Waterfall Point 1496,Adventure
Sikkim,Waterfall Point 1497,Religious
Punjab,Waterfall Point 1498,Viewpoint
Tripura,Waterfall Point 1499,Adventure
Mizoram,Park Point 1500,Wildlife
Haryana,Monastery Point 1501,Wildlife
Bihar,Fort Point 1502,Nature
Bihar,Waterfall Point 1503,Nature
Manipur,Lake Point 1504,Cultural
Sikkim,Beach Point 1505,Religious
Meghalaya,Cave Point 1506,Religious
Sikkim,Monastery Point 1507,Adventure
Arunachal Pradesh,Waterfall Point 1508,Religious
Goa,Sanctuary Point 1509,Viewpoint
Assam,Beach Point 1510,Cultural
Andhra Pradesh,Park Point 1511,Adventure
Assam,Waterfall Point 1512,Wildlife
Nagaland,Waterfall Point 1513,Religious
Tripura,Temple Point 1514,Historical
Assam,Monastery Point 1515,Viewpoint
Goa,Waterfall Point 1516,Viewpoint
Assam,Beach Point 1517,Religious
Bihar,Sanctuary Point 1518,Cultural
Meghalaya,Temple Point 1519,Nature
Tripura,Temple Point 1520,Religious
Mizoram,Cave Point 1521,Leisure
Goa,Park Point 1522,Religious
Bihar,Cave Point 1523,Historical
Nagaland,Hilltop Point 1524,Viewpoint
Goa,Beach Point 1525,Historical
Andhra Pradesh,Hilltop Point 1526,Wildlife
Mizoram,Park Point 1527,Nature
Arunachal Pradesh,Sanctuary Point 1528,Viewpoint
Meghalaya,Waterfall Point 1529,Adventure
Chhattisgarh,Temple Point 1530,Historical
Punjab,Lake Point 1531,Cultural
Mizoram,Park Point 1532,Nature
Meghalaya,Waterfall Point 1533,Adventure
Tripura,Cave Point 1534,Viewpoint
Assam,Lake Point 1535,Wildlife
Arunachal Pradesh,Hilltop Point 1536,Viewpoint
Meghalaya,Beach Point 1537,Viewpoint
Nagaland,Temple Point 1538,Leisure
Tripura,Temple Point 1539,Religious
Bihar,Temple Point 1540,Viewpoint
Andhra Pradesh,Temple Point 1541,Leisure
Punjab,Sanctuary Point 1542,Cultural
Haryana,Temple Point 1543,Historical
Tripura,Fort Point 1544,Historical
Tripura,Sanctuary Point 1545,Wildlife
Arunachal Pradesh,Beach Point 1546,Cultural
Manipur,Sanctuary Point 1547,Historical
Tripura,Cave Point 1548,Wildlife
Assam,Lake Point 1549,Wildlife
Tripura,Sanctuary Point 1550,Cultural
Goa,Beach Point 1551,Leisure
Andhra Pradesh,Temple Point 1552,Religious
Chhattisgarh,Sanctuary Point 1553,Nature
Chhattisgarh,Cave Point 1554,Adventure
Assam,Waterfall Point 1555,Historical
Bihar,Cave Point 1556,Leisure
Sikkim,Sanctuary Point 1557,Adventure
Sikkim,Waterfall Point 1558,Cultural
Manipur,Lake Point 1559,Leisure
Nagaland,Sanctuary Point 1560,Cultural
Mizoram,Lake Point 1561,Wildlife
Arunachal Pradesh,Lake Point 1562,Wildlife
Meghalaya,Monastery Point 1563,Viewpoint
Sikkim,Fort Point 1564,Wildlife
Goa,Monastery Point 1565,Viewpoint
Assam,Fort Point 1566,Leisure
Sikkim,Lake Point 1567,Adventure
Goa,Park Point 1568,Cultural
Punjab,Cave Point 1569,Cultural
Manipur,Beach Point 1570,Leisure
Sikkim,Sanctuary Point 1571,Leisure
Arunachal Pradesh,Hilltop Point 1572,Cultural
Tripura,Cave Point 1573,Leisure
Punjab,Cave Point 1574,Cultural
Nagaland,Waterfall Point 1575,Leisure
Meghalaya,Cave Point 1576,Nature
Goa,Lake Point 1577,Religious
Tripura,Hilltop Point 1578,Leisure
Assam,Fort Point 1579,Wildlife
Arunachal Pradesh,Park Point 1580,Nature
Arunachal Pradesh,Lake Point 1581,Nature
Manipur,Cave Point 1582,Cultural
Goa,Monastery Point 1583,Historical
Sikkim,Monastery Point 1584,Religious
Tripura,Hilltop Point 1585,Nature
Mizoram,Hilltop Point 1586,Cultural
Nagaland,Beach Point 1587,Nature
Manipur,Monastery Point 1588,Historical
Tripura,Monastery Point 1589,Adventure
Mizoram,Park Point 1590,Viewpoint
Tripura,Monastery Point 1591,Historical
Arunachal Pradesh,Fort Point 1592,Viewpoint
Andhra Pradesh,Waterfall Point 1593,Nature
Nagaland,Monastery Point 1594,Leisure
Manipur,Waterfall Point 1595,Viewpoint
Assam,Monastery Point 1596,Leisure
Sikkim,Cave Point 1597,Adventure
Assam,Sanctuary Point 1598,Wildlife
Mizoram,Temple Point 1599,Wildlife
Tripura,Fort Point 1600,Leisure
Mizoram,Monastery Point 1601,Religious
Nagaland,Park Point 1602,Nature
Punjab,Waterfall Point 1603,Nature
Mizoram,Hilltop Point 1604,Cultural
Goa,Cave Point 1605,Adventure
Mizoram,Waterfall Point 1606,Cultural
Meghalaya,Cave Point 1607,Nature
Assam,Sanctuary Point 1608,Cultural
Manipur,Cave Point 1609,Leisure
Assam,Beach Point 1610,Wildlife
Meghalaya,Monastery Point 1611,Historical
Bihar,Cave Point 1612,Cultural
Arunachal Pradesh,Park Point 1613,Historical
Sikkim,Sanctuary Point 1614,Historical
Arunachal Pradesh,Cave Point 1615,Leisure
Punjab,Waterfall Point 1616,Cultural
Goa,Cave Point 1617,Cultural
Assam,Beach Point 1618,Wildlife
Manipur,Cave Point 1619,Wildlife
Arunachal Pradesh,Fort Point 1620,Wildlife
Sikkim,Hilltop Point 1621,Leisure
Chhattisgarh,Sanctuary Point 1622,Religious
Haryana,Park Point 1623,Cultural
Tripura,Hilltop Point 1624,Cultural
Mizoram,Hilltop Point 1625,Viewpoint
Goa,Cave Point 1626,Viewpoint
Goa,Beach Point 1627,Wildlife
Assam,Monastery Point 1628,Leisure
Arunachal Pradesh,Beach Point 1629,Leisure
Manipur,Beach Point 1630,Adventure
Chhattisgarh,Sanctuary Point 1631,Religious
Mizoram,Hilltop Point 1632,Nature
Tripura,Beach Point 1633,Nature
Haryana,Monastery Point 1634,Historical
Andhra Pradesh,Lake Point 1635,Leisure
Goa,Hilltop Point 1636,Religious
Manipur,Sanctuary Point 1637,Viewpoint
Manipur,Sanctuary Point 1638,Leisure
Nagaland,Park Point 1639,Viewpoint
Tripura,Beach Point 1640,Nature
Punjab,Park Point 1641,Nature
Bihar,Park Point 1642,Religious
Punjab,Beach Point 1643,Wildlife
Andhra Pradesh,Fort Point 1644,Wildlife
Mizoram,Fort Point 1645,Cultural
Sikkim,Sanctuary Point 1646,Religious
Andhra Pradesh,Hilltop Point 1647,Historical
Nagaland,Lake Point 1648,Religious
Tripura,Hilltop Point 1649,Adventure
Arunachal Pradesh,Sanctuary Point 1650,Cultural
Tripura,Park Point 1651,Wildlife
Mizoram,Sanctuary Point 1652,Cultural
Bihar,Beach Point 1653,Nature
Bihar,Beach Point 1654,Religious
Assam,Cave Point 1655,Nature
Mizoram,Monastery Point 1656,Cultural
Sikkim,Lake Point 1657,Wildlife
Haryana,Temple Point 1658,Nature
Haryana,Hilltop Point 1659,Nature
Punjab,Monastery Point 1660,Leisure
Arunachal Pradesh,Park Point 1661,Nature
Bihar,Temple Point 1662,Leisure
Manipur,Lake Point 1663,Nature
Assam,Beach Point 1664,Nature
Arunachal Pradesh,Waterfall Point 1665,Viewpoint
Sikkim,Park Point 1666,Nature
Goa,Lake Point 1667,Historical
Goa,Sanctuary Point 1668,Adventure
Chhattisgarh,Waterfall Point 1669,Religious
Punjab,Sanctuary Point 1670,Leisure
Haryana,Temple Point 1671,Cultural
Assam,Beach Point 1672,Leisure
Chhattisgarh,Beach Point 1673,Viewpoint
Goa,Waterfall Point 1674,Religious
Assam,Lake Point 1675,Wildlife
Bihar,Lake Point 1676,Viewpoint
Mizoram,Waterfall Point 1677,Viewpoint
Sikkim,Temple Point 1678,Religious
Manipur,Park Point 1679,Leisure
Manipur,Hilltop Point 1680,Historical
Bihar,Waterfall Point 1681,Wildlife
Goa,Waterfall Point 1682,Historical
Goa,Park Point 1683,Adventure
Bihar,Hilltop Point 1684,Religious
Chhattisgarh,Park Point 1685,Viewpoint
Chhattisgarh,Temple Point 1686,Nature
Manipur,Lake Point 1687,Adventure
Assam,Beach Point 1688,Cultural
Meghalaya,Fort Point 1689,Nature
Tripura,Cave Point 1690,Historical
Sikkim,Fort Point 1691,Wildlife
Goa,Monastery Point 1692,Historical
Meghalaya,Hilltop Point 1693,Wildlife
Arunachal Pradesh,Temple Point 1694,Adventure
Andhra Pradesh,Monastery Point 1695,Religious
Tripura,Hilltop Point 1696,Adventure
Punjab,Beach Point 1697,Historical
Nagaland,Beach Point 1698,Viewpoint
Arunachal Pradesh,Lake Point 1699,Leisure
Manipur,Sanctuary Point 1700,Wildlife
Andhra Pradesh,Park Point 1701,Leisure
Meghalaya,Sanctuary Point 1702,Adventure
Assam,Beach Point 1703,Religious
Assam,Monastery Point 1704,Nature
Manipur,Cave Point 1705,Leisure
Arunachal Pradesh,Waterfall Point 1706,Viewpoint
Andhra Pradesh,Monastery Point 1707,Wildlife
Arunachal Pradesh,Sanctuary Point 1708,Religious
Nagaland,Fort Point 1709,Leisure
Punjab,Lake Point 1710,Viewpoint
Sikkim,Park Point 1711,Viewpoint
Nagaland,Waterfall Point 1712,Cultural
Goa,Temple Point 1713,Cultural
Haryana,Park Point 1714,Viewpoint
Manipur,Sanctuary Point 1715,Cultural
Sikkim,Waterfall Point 1716,Leisure
Manipur,Beach Point 1717,Nature
Arunachal Pradesh,Fort Point 1718,Nature
Chhattisgarh,Hilltop Point 1719,Adventure
Chhattisgarh,Waterfall Point 1720,Leisure
Tripura,Temple Point 1721,Leisure
Punjab,Beach Point 1722,Nature
Meghalaya,Lake Point 1723,Cultural
Meghalaya,Hilltop Point 1724,Adventure
Arunachal Pradesh,Hilltop Point 1725,Historical
Haryana,Lake Point 1726,Cultural
Tripura,Park Point 1727,Religious
Chhattisgarh,Fort Point 1728,Historical
Manipur,Fort Point 1729,Religious
Manipur,Park Point 1730,Viewpoint
Sikkim,Cave Point 1731,Historical
Meghalaya,Park Point 1732,Religious
Punjab,Park Point 1733,Wildlife
Manipur,Cave Point 1734,Viewpoint
Nagaland,Temple Point 1735,Wildlife
Assam,Waterfall Point 1736,Viewpoint
Tripura,Temple Point 1737,Viewpoint
Andhra Pradesh,Park Point 1738,Leisure
Meghalaya,Waterfall Point 1739,Nature
Chhattisgarh,Fort Point 1740,Cultural
Chhattisgarh,Fort Point 1741,Historical
Assam,Monastery Point 1742,Religious
Manipur,Fort Point 1743,Historical
Goa,Waterfall Point 1744,Wildlife
Meghalaya,Beach Point 1745,Wildlife
Sikkim,Sanctuary Point 1746,Wildlife
Nagaland,Lake Point 1747,Viewpoint
Goa,Hilltop Point 1748,Leisure
Bihar,Fort Point 1749,Adventure
Andhra Pradesh,Park Point 1750,Religious
Manipur,Monastery Point 1751,Adventure
Arunachal Pradesh,Sanctuary Point 1752,Adventure
Bihar,Waterfall Point 1753,Viewpoint
Mizoram,Cave Point 1754,Adventure
Goa,Waterfall Point 1755,Nature
Chhattisgarh,Beach Point 1756,Adventure
Andhra Pradesh,Hilltop Point 1757,Leisure
Goa,Waterfall Point 1758,Leisure
Haryana,Monastery Point 1759,Adventure
Manipur,Park Point 1760,Religious
Nagaland,Cave Point 1761,Religious
Chhattisgarh,Hilltop Point 1762,Wildlife
Punjab,Lake Point 1763,Wildlife
Nagaland,Waterfall Point 1764,Wildlife
Andhra Pradesh,Waterfall Point 1765,Cultural
Sikkim,Hilltop Point 1766,Adventure
Punjab,Monastery Point 1767,Leisure
Meghalaya,Fort Point 1768,Wildlife
Andhra Pradesh,Monastery Point 1769,Historical
Mizoram,Temple Point 1770,Nature
Assam,Temple Point 1771,Wildlife
Bihar,Fort Point 1772,Historical
Punjab,Park Point 1773,Cultural
Meghalaya,Beach Point 1774,Nature
Punjab,Waterfall Point 1775,Adventure
Manipur,Monastery Point 1776,Viewpoint
Sikkim,Monastery Point 1777,Viewpoint
Nagaland,Beach Point 1778,Historical
Meghalaya,Lake Point 1779,Religious
Meghalaya,Park Point 1780,Nature
Nagaland,Waterfall Point 1781,Cultural
Manipur,Monastery Point 1782,Nature
Meghalaya,Park Point 1783,Leisure
Nagaland,Fort Point 1784,Religious
Tripura,Sanctuary Point 1785,Viewpoint
Punjab,Cave Point 1786,Adventure
Nagaland,Hilltop Point 1787,Cultural
Andhra Pradesh,Monastery Point 1788,Leisure
Andhra Pradesh,Cave Point 1789,Viewpoint
Meghalaya,Sanctuary Point 1790,Viewpoint
Bihar,Fort Point 1791,Wildlife
Nagaland,Temple Point 1792,Wildlife
Goa,Sanctuary Point 1793,Cultural
Arunachal Pradesh,Temple Point 1794,Cultural
Manipur,Sanctuary Point 1795,Cultural
Chhattisgarh,Beach Point 1796,Nature
Punjab,Waterfall Point 1797,Nature
Bihar,Beach Point 1798,Adventure
Nagaland,Hilltop Point 1799,Leisure
Mizoram,Park Point 1800,Wildlife
Bihar,Hilltop Point 1801,Leisure
Sikkim,Hilltop Point 1802,Religious
Sikkim,Cave Point 1803,Wildlife
Andhra Pradesh,Monastery Point 1804,Wildlife
Andhra Pradesh,Lake Point 1805,Cultural
Mizoram,Beach Point 1806,Cultural
Tripura,Beach Point 1807,Wildlife
Bihar,Fort Point 1808,Adventure
Sikkim,Fort Point 1809,Wildlife
Bihar,Monastery Point 1810,Viewpoint
Chhattisgarh,Fort Point 1811,Leisure
Haryana,Lake Point 1812,Cultural
Punjab,Temple Point 1813,Religious
Meghalaya,Temple Point 1814,Cultural
Meghalaya,Beach Point 1815,Wildlife
Punjab,Park Point 1816,Nature
Andhra Pradesh,Sanctuary Point 1817,Nature
Meghalaya,Lake Point 1818,Historical
Mizoram,Sanctuary Point 1819,Religious
Chhattisgarh,Beach Point 1820,Cultural
Punjab,Temple Point 1821,Nature
Andhra Pradesh,Waterfall Point 1822,Leisure
Sikkim,Beach Point 1823,Wildlife
Andhra Pradesh,Monastery Point 1824,Wildlife
Bihar,Lake Point 1825,Adventure
Nagaland,Lake Point 1826,Leisure
Mizoram,Beach Point 1827,Leisure
Punjab,Hilltop Point 1828,Adventure
Assam,Lake Point 1829,Cultural
Tripura,Lake Point 1830,Leisure
Nagaland,Cave Point 1831,Adventure
Assam,Cave Point 1832,Religious
Tripura,Fort Point 1833,Leisure
Chhattisgarh,Sanctuary Point 1834,Historical
Nagaland,Sanctuary Point 1835,Nature
Haryana,Hilltop Point 1836,Leisure
Manipur,Monastery Point 1837,Adventure
Assam,Monastery Point 1838,Cultural
Bihar,Beach Point 1839,Leisure
Manipur,Waterfall Point 1840,Cultural
Sikkim,Monastery Point 1841,Wildlife
Sikkim,Sanctuary Point 1842,Wildlife
Bihar,Sanctuary Point 1843,Wildlife
Andhra Pradesh,Temple Point 1844,Religious
Andhra Pradesh,Waterfall Point 1845,Viewpoint
Bihar,Waterfall Point 1846,Viewpoint
Andhra Pradesh,Lake Point 1847,Viewpoint
Meghalaya,Waterfall Point 1848,Adventure
Tripura,Hilltop Point 1849,Cultural
Meghalaya,Beach Point 1850,Nature
Andhra Pradesh,Lake Point 1851,Cultural
Meghalaya,Waterfall Point 1852,Wildlife
Meghalaya,Park Point 1853,Historical
Tripura,Lake Point 1854,Nature
Nagaland,Fort Point 1855,Adventure
Nagaland,Fort Point 1856,Historical
Punjab,Monastery Point 1857,Nature
Haryana,Sanctuary Point 1858,Nature
Mizoram,Fort Point 1859,Cultural
Sikkim,Fort Point 1860,Cultural
Nagaland,Monastery Point 1861,Cultural
Manipur,Sanctuary Point 1862,Leisure
Punjab,Temple Point 1863,Nature
Chhattisgarh,Hilltop Point 1864,Historical
Nagaland,Cave Point 1865,Cultural
Manipur,Monastery Point 1866,Cultural
Arunachal Pradesh,Monastery Point 1867,Wildlife
Tripura,Sanctuary Point 1868,Leisure
Tripura,Cave Point 1869,Adventure
Manipur,Waterfall Point 1870,Cultural
Meghalaya,Sanctuary Point 1871,Wildlife
Tripura,Sanctuary Point 1872,Viewpoint
Mizoram,Lake Point 1873,Viewpoint
Mizoram,Hilltop Point 1874,Viewpoint
Meghalaya,Park Point 1875,Wildlife
Andhra Pradesh,Fort Point 1876,Adventure
Andhra Pradesh,Sanctuary Point 1877,Viewpoint
Chhattisgarh,Lake Point 1878,Wildlife
Bihar,Temple Point 1879,Historical
Chhattisgarh,Cave Point 1880,Viewpoint
Sikkim,Fort Point 1881,Nature
Mizoram,Lake Point 1882,Wildlife
Assam,Cave Point 1883,Nature
Manipur,Park Point 1884,Viewpoint
Assam,Monastery Point 1885,Leisure
Nagaland,Beach Point 1886,Leisure
Haryana,Fort Point 1887,Cultural
Bihar,Cave Point 1888,Nature
Bihar,Lake Point 1889,Cultural
Andhra Pradesh,Cave Point 1890,Historical
Andhra Pradesh,Fort Point 1891,Viewpoint
Arunachal Pradesh,Temple Point 1892,Cultural
Mizoram,Temple Point 1893,Religious
Sikkim,Monastery Point 1894,Historical
Chhattisgarh,Park Point 1895,Leisure
Arunachal Pradesh,Waterfall Point 1896,Leisure
Punjab,Temple Point 1897,Viewpoint
Haryana,Fort Point 1898,Leisure
Haryana,Fort Point 1899,Religious
Mizoram,Monastery Point 1900,Wildlife
Bihar,Lake Point 1901,Wildlife
Haryana,Cave Point 1902,Cultural
Chhattisgarh,Sanctuary Point 1903,Viewpoint
Mizoram,Hilltop Point 1904,Religious
Chhattisgarh,Waterfall Point 1905,Viewpoint
Chhattisgarh,Cave Point 1906,Viewpoint
Nagaland,Cave Point 1907,Nature
Assam,Sanctuary Point 1908,Cultural
Punjab,Waterfall Point 1909,Religious
Punjab,Sanctuary Point 1910,Viewpoint
Mizoram,Park Point 1911,Nature
Manipur,Temple Point 1912,Nature
Manipur,Cave Point 1913,Viewpoint
Haryana,Monastery Point 1914,Viewpoint
Haryana,Beach Point 1915,Leisure
Assam,Hilltop Point 1916,Nature
Manipur,Fort Point 1917,Leisure
Chhattisgarh,Park Point 1918,Leisure
Nagaland,Temple Point 1919,Historical
Andhra Pradesh,Hilltop Point 1920,Viewpoint
Arunachal Pradesh,Hilltop Point 1921,Nature
Meghalaya,Temple Point 1922,Historical
Manipur,Cave Point 1923,Religious
Mizoram,Cave Point 1924,Religious
Manipur,Temple Point 1925,Adventure
Arunachal Pradesh,Beach Point 1926,Cultural
Tripura,Sanctuary Point 1927,Nature
Punjab,Cave Point 1928,Religious
Punjab,Fort Point 1929,Leisure
Bihar,Hilltop Point 1930,Historical
Bihar,Hilltop Point 1931,Religious
Punjab,Lake Point 1932,Religious
Punjab,Hilltop Point 1933,Religious
Assam,Sanctuary Point 1934,Historical
Manipur,Fort Point 1935,Leisure
Bihar,Waterfall Point 1936,Religious
Goa,Beach Point 1937,Wildlife
Mizoram,Waterfall Point 1938,Cultural
Goa,Park Point 1939,Wildlife
Tripura,Beach Point 1940,Historical
Tripura,Park Point 1941,Leisure
Andhra Pradesh,Monastery Point 1942,Nature
Manipur,Lake Point 1943,Leisure
Bihar,Hilltop Point 1944,Adventure
Haryana,Beach Point 1945,Historical
Tripura,Lake Point 1946,Religious
Manipur,Cave Point 1947,Leisure
Nagaland,Lake Point 1948,Historical
Manipur,Cave Point 1949,Wildlife
Mizoram,Temple Point 1950,Religious
Chhattisgarh,Monastery Point 1951,Leisure
Tripura,Park Point 1952,Historical
Manipur,Cave Point 1953,Adventure
Assam,Park Point 1954,Historical
Nagaland,Temple Point 1955,Nature
Sikkim,Beach Point 1956,Religious
Meghalaya,Lake Point 1957,Cultural
Haryana,Temple Point 1958,Adventure
Andhra Pradesh,Cave Point 1959,Wildlife
Andhra Pradesh,Hilltop Point 1960,Cultural
Mizoram,Monastery Point 1961,Nature
Meghalaya,Fort Point 1962,Viewpoint
Bihar,Park Point 1963,Leisure
Haryana,Monastery Point 1964,Religious
Haryana,Fort Point 1965,Historical
Haryana,Beach Point 1966,Leisure
Assam,Cave Point 1967,Nature
Bihar,Sanctuary Point 1968,Religious
Haryana,Park Point 1969,Leisure
Manipur,Beach Point 1970,Historical
Nagaland,Park Point 1971,Viewpoint
Andhra Pradesh,Park Point 1972,Wildlife
