State,Sightseeing Place,Activity,Language Preferred,Hotel Nearby,Hotel Price (INR),Famous Food,Category
Mizoram,Wildlife Sanctuary in Mizoram,Wildlife Safari,Hindi,Villarreal-Bridges Hotel,8791,Chole Bhature,Wildlife
Mizoram,Temple in Mizoram,Boating,Konkani,Gomez-Gray Hotel,8250,Dosa,Romantic
Mizoram,Hill Station in Mizoram,Trekking,Konkani,Ibarra-Blackwell Hotel,8674,Prawn Curry,Romantic
Mizoram,Temple in Mizoram,Historical Tour,Hindi,Baker-Mills Hotel,1563,Prawn Curry,Cultural
Mizoram,Fort in Mizoram,Historical Tour,Malayalam,Reeves Group Hotel,9659,Chole Bhature,Romantic
Mizoram,Hill Station in Mizoram,Cultural Dance,Marathi,King-Mason Hotel,6156,Dosa,Adventure
Mizoram,Palace in Mizoram,Wildlife Safari,English,Moreno Group Hotel,9758,Idiyappam,Adventure
Mizoram,Palace in Mizoram,Historical Tour,Tamil,"Hernandez, Baker and Burke Hotel",5473,Chole Bhature,Cultural
Mizoram,Temple in Mizoram,Wildlife Safari,Punjabi,Vincent PLC Hotel,7125,Seafood,Historical
Mizoram,Backwaters in Mizoram,Wildlife Safari,Marathi,Bryan-Cooper Hotel,3250,Dosa,Adventure
Mizoram,Wildlife Sanctuary in Mizoram,Wildlife Safari,Marathi,"Gardner, Aguirre and Ferguson Hotel",1958,Chole Bhature,Adventure
Mizoram,Hill Station in Mizoram,Trekking,Konkani,Patel-Watson Hotel,4230,Rajasthani Laal Maas,Wildlife
Mizoram,Fort in Mizoram,Shopping,Tamil,Hamilton-Perez Hotel,1662,Chole Bhature,Religious
Mizoram,Palace in Mizoram,Shopping,Hindi,Campbell-Scott Hotel,4187,Dosa,Religious
Mizoram,Temple in Mizoram,Trekking,Tamil,"Robinson, Williams and Lambert Hotel",8057,Chole Bhature,Romantic
Mizoram,Fort in Mizoram,Trekking,Hindi,Mccoy PLC Hotel,4435,Chole Bhature,Romantic
Mizoram,Wildlife Sanctuary in Mizoram,Camping,Malayalam,Harrell-Dunlap Hotel,3210,Idiyappam,Religious
Mizoram,Palace in Mizoram,Wildlife Safari,Marathi,Lamb-Scott Hotel,4612,Idiyappam,Wildlife
Mizoram,Wildlife Sanctuary in Mizoram,Trekking,Malayalam,Thomas-Ochoa Hotel,9404,Chole Bhature,Wildlife
Mizoram,Wildlife Sanctuary in Mizoram,Wildlife Safari,Marathi,"Perez, Kaufman and Cain Hotel",5382,Prawn Curry,Romantic
Mizoram,Backwaters in Mizoram,Historical Tour,Malayalam,"Andersen, Woodard and Warner Hotel",3236,Prawn Curry,Adventure
Mizoram,Temple in Mizoram,Shopping,English,"Andrews, Robinson and Mcgrath Hotel",1738,Seafood,Historical
Mizoram,Wildlife Sanctuary in Mizoram,Camping,Hindi,Hughes Ltd Hotel,2274,Thali,Religious
Mizoram,Palace in Mizoram,Cultural Dance,Malayalam,Sullivan PLC Hotel,7895,Idiyappam,Wildlife
Mizoram,Temple in Mizoram,Trekking,Marathi,"Arias, Martinez and Whitehead Hotel",7330,Rajasthani Laal Maas,Religious
Mizoram,Palace in Mizoram,Camping,Tamil,Gonzales-Jones Hotel,6296,Thali,Romantic
Mizoram,Hill Station in Mizoram,Shopping,Marathi,Middleton-Tran Hotel,4638,Idiyappam,Historical
Mizoram,Fort in Mizoram,Cultural Dance,Konkani,Graves and Sons Hotel,6320,Dosa,Historical
Mizoram,Fort in Mizoram,Trekking,Marathi,Morrison PLC Hotel,9361,Rajasthani Laal Maas,Nature
Mizoram,Backwaters in Mizoram,Trekking,Marathi,Steele-Lopez Hotel,9234,Seafood,Historical
Mizoram,Backwaters in Mizoram,Shopping,Hindi,Peters Group Hotel,2011,Thali,Wildlife
Mizoram,Wildlife Sanctuary in Mizoram,Boating,Tamil,"Fuentes, Huang and Lane Hotel",7600,Rajasthani Laal Maas,Nature
Mizoram,Palace in Mizoram,Boating,Malayalam,Miller and Sons Hotel,6343,Chole Bhature,Adventure
Mizoram,Beach in Mizoram,Wildlife Safari,Marathi,"Lewis, Miller and Bradshaw Hotel",2208,Dosa,Historical
Nagaland,Hill Station in Nagaland,Cultural Dance,Malayalam,"Dixon, Christensen and Campbell Hotel",8413,Prawn Curry,Historical
Nagaland,Wildlife Sanctuary in Nagaland,Camping,English,"Phillips, Briggs and Hoover Hotel",6429,Thali,Historical
Nagaland,Beach in Nagaland,Shopping,Konkani,"Bauer, Barnes and Walker Hotel",3565,Thali,Adventure
Nagaland,Hill Station in Nagaland,Wildlife Safari,Marathi,Morton-Taylor Hotel,8646,Idiyappam,Historical
Nagaland,Beach in Nagaland,Camping,Tamil,Lucas-Norman Hotel,4420,Seafood,Cultural
Nagaland,Beach in Nagaland,Trekking,Marathi,Diaz PLC Hotel,1629,Chole Bhature,Religious
Nagaland,Beach in Nagaland,Cultural Dance,Punjabi,Paul-Hancock Hotel,6331,Dosa,Cultural
Nagaland,Palace in Nagaland,Camping,Tamil,Keller Inc Hotel,6534,Dosa,Historical
Nagaland,Hill Station in Nagaland,Wildlife Safari,Malayalam,Garcia-Orozco Hotel,6835,Chole Bhature,Romantic
Nagaland,Beach in Nagaland,Wildlife Safari,Tamil,Hines and Sons Hotel,6845,Seafood,Nature
Nagaland,Wildlife Sanctuary in Nagaland,Shopping,Konkani,Willis Ltd Hotel,5297,Prawn Curry,Religious
Nagaland,Hill Station in Nagaland,Trekking,Tamil,"Lyons, Phillips and Garza Hotel",2840,Seafood,Adventure
Nagaland,Hill Station in Nagaland,Cultural Dance,Malayalam,"Juarez, Fuentes and Thomas Hotel",5074,Thali,Religious
Nagaland,Backwaters in Nagaland,Shopping,Konkani,Orozco-Young Hotel,2423,Thali,Wildlife
Nagaland,Beach in Nagaland,Historical Tour,English,Lester-West Hotel,4528,Thali,Cultural
Nagaland,Palace in Nagaland,Cultural Dance,Konkani,"Bartlett, Johnson and Snow Hotel",9238,Seafood,Cultural
Nagaland,Backwaters in Nagaland,Boating,Punjabi,Rogers-Turner Hotel,9090,Dosa,Religious
Nagaland,Temple in Nagaland,Shopping,Malayalam,Willis Group Hotel,5536,Prawn Curry,Adventure
Nagaland,Fort in Nagaland,Camping,Punjabi,Sutton Inc Hotel,6763,Prawn Curry,Adventure
Nagaland,Beach in Nagaland,Boating,Marathi,Garcia-Evans Hotel,6501,Seafood,Wildlife
Nagaland,Wildlife Sanctuary in Nagaland,Camping,English,Thomas PLC Hotel,6622,Thali,Historical
Nagaland,Palace in Nagaland,Wildlife Safari,Malayalam,Johnson-Campbell Hotel,9515,Chole Bhature,Romantic
Nagaland,Palace in Nagaland,Historical Tour,Hindi,Delacruz-Ryan Hotel,2396,Chole Bhature,Nature
Nagaland,Fort in Nagaland,Shopping,Punjabi,Perry LLC Hotel,2272,Chole Bhature,Adventure
Nagaland,Fort in Nagaland,Trekking,Malayalam,"Garcia, Gallegos and Yang Hotel",8843,Dosa,Adventure
Nagaland,Hill Station in Nagaland,Historical Tour,English,Wood Inc Hotel,7498,Rajasthani Laal Maas,Religious
Nagaland,Hill Station in Nagaland,Shopping,English,"Blair, Young and Morris Hotel",6375,Dosa,Cultural
Nagaland,Fort in Nagaland,Cultural Dance,Punjabi,Deleon-Torres Hotel,6346,Thali,Cultural
Nagaland,Wildlife Sanctuary in Nagaland,Shopping,Tamil,Short Inc Hotel,3451,Chole Bhature,Romantic
Nagaland,Hill Station in Nagaland,Cultural Dance,Konkani,Morris-Ramos Hotel,9027,Seafood,Adventure
Nagaland,Hill Station in Nagaland,Shopping,Marathi,"Rodriguez, Turner and Anderson Hotel",4828,Thali,Adventure
Nagaland,Beach in Nagaland,Historical Tour,Marathi,"Wilson, Stewart and Moreno Hotel",1996,Seafood,Religious
Nagaland,Palace in Nagaland,Wildlife Safari,English,"Curtis, Miller and Bullock Hotel",8402,Thali,Cultural
Nagaland,Wildlife Sanctuary in Nagaland,Trekking,Punjabi,Gross-Reyes Hotel,4793,Seafood,Cultural
Nagaland,Backwaters in Nagaland,Wildlife Safari,Marathi,"Foster, Baker and Martinez Hotel",4485,Dosa,Nature
Nagaland,Fort in Nagaland,Historical Tour,Marathi,"Kim, Kelly and Holden Hotel",4368,Idiyappam,Romantic
Nagaland,Palace in Nagaland,Camping,Konkani,Smith-Foster Hotel,4352,Dosa,Romantic
Nagaland,Temple in Nagaland,Boating,Hindi,Gilmore PLC Hotel,6173,Idiyappam,Romantic
Nagaland,Temple in Nagaland,Boating,Malayalam,Snow PLC Hotel,2525,Chole Bhature,Religious
Nagaland,Palace in Nagaland,Historical Tour,Punjabi,Marshall Ltd Hotel,6509,Dosa,Adventure
Nagaland,Wildlife Sanctuary in Nagaland,Cultural Dance,English,"Carroll, Lindsey and White Hotel",6864,Rajasthani Laal Maas,Religious
Nagaland,Temple in Nagaland,Shopping,Konkani,Berg-Martinez Hotel,9886,Thali,Nature
Nagaland,Fort in Nagaland,Wildlife Safari,Konkani,White LLC Hotel,3259,Chole Bhature,Historical
Nagaland,Backwaters in Nagaland,Historical Tour,English,"Smith, Mercer and Schaefer Hotel",6292,Chole Bhature,Cultural
Nagaland,Temple in Nagaland,Historical Tour,Hindi,Parker-Mcmillan Hotel,9351,Dosa,Wildlife
Nagaland,Temple in Nagaland,Boating,Marathi,Snyder-Hardy Hotel,8012,Prawn Curry,Nature
Nagaland,Hill Station in Nagaland,Boating,English,"Andrews, Thomas and White Hotel",7988,Seafood,Romantic
Nagaland,Fort in Nagaland,Wildlife Safari,Malayalam,"Johnson, Morris and Fox Hotel",7661,Rajasthani Laal Maas,Cultural
Nagaland,Temple in Nagaland,Camping,Malayalam,David Inc Hotel,2362,Prawn Curry,Romantic
Nagaland,Fort in Nagaland,Wildlife Safari,Konkani,Wilson-Fisher Hotel,1975,Rajasthani Laal Maas,Nature
Nagaland,Palace in Nagaland,Trekking,Marathi,"Garcia, Moyer and Herring Hotel",7075,Dosa,Religious
Nagaland,Fort in Nagaland,Trekking,Marathi,Hudson-Walls Hotel,5333,Idiyappam,Wildlife
Nagaland,Backwaters in Nagaland,Camping,English,Hansen-Hoffman Hotel,3059,Rajasthani Laal Maas,Nature
Nagaland,Fort in Nagaland,Wildlife Safari,Tamil,Price-Perry Hotel,6259,Chole Bhature,Religious
Nagaland,Backwaters in Nagaland,Camping,Tamil,Holland and Sons Hotel,6037,Rajasthani Laal Maas,Romantic
Nagaland,Wildlife Sanctuary in Nagaland,Wildlife Safari,Malayalam,Carrillo-Jones Hotel,9000,Prawn Curry,Adventure
Nagaland,Temple in Nagaland,Boating,Marathi,Levine Ltd Hotel,7577,Idiyappam,Cultural
Nagaland,Temple in Nagaland,Camping,Punjabi,Taylor-Anderson Hotel,7210,Idiyappam,Romantic
Nagaland,Beach in Nagaland,Wildlife Safari,Punjabi,Ryan Group Hotel,3321,Idiyappam,Romantic
Nagaland,Palace in Nagaland,Boating,English,Nguyen-Torres Hotel,2670,Dosa,Wildlife
Nagaland,Fort in Nagaland,Historical Tour,Punjabi,Mejia-Lucas Hotel,2712,Idiyappam,Religious
Nagaland,Hill Station in Nagaland,Wildlife Safari,Marathi,"Maddox, Myers and Jordan Hotel",4572,Rajasthani Laal Maas,Romantic
Nagaland,Wildlife Sanctuary in Nagaland,Historical Tour,Hindi,Ruiz-Fuller Hotel,9071,Thali,Adventure
Nagaland,Wildlife Sanctuary in Nagaland,Wildlife Safari,Marathi,Hunter PLC Hotel,6402,Chole Bhature,Adventure
Nagaland,Wildlife Sanctuary in Nagaland,Trekking,Konkani,"Jones, Mckee and Rodriguez Hotel",5856,Idiyappam,Religious
Nagaland,Temple in Nagaland,Historical Tour,Konkani,"Rodriguez, Brennan and Lewis Hotel",4119,Prawn Curry,Historical
Nagaland,Fort in Nagaland,Trekking,Hindi,Duncan LLC Hotel,4485,Rajasthani Laal Maas,Religious
Nagaland,Backwaters in Nagaland,Trekking,English,"Barnett, Johnson and Reyes Hotel",9737,Chole Bhature,Cultural
Nagaland,Temple in Nagaland,Shopping,Marathi,"Montgomery, Miles and Snyder Hotel",3369,Idiyappam,Nature
Nagaland,Fort in Nagaland,Boating,Marathi,"Smith, Davis and Johnson Hotel",9555,Idiyappam,Romantic
Nagaland,Palace in Nagaland,Camping,Malayalam,"Bush, Poole and Gonzalez Hotel",1686,Idiyappam,Nature
Nagaland,Backwaters in Nagaland,Shopping,Marathi,Gay Inc Hotel,4234,Idiyappam,Nature
Nagaland,Temple in Nagaland,Historical Tour,Marathi,"Oliver, Taylor and Taylor Hotel",2269,Chole Bhature,Adventure
Nagaland,Beach in Nagaland,Wildlife Safari,Konkani,Robinson-Jefferson Hotel,8466,Dosa,Romantic
Nagaland,Beach in Nagaland,Boating,Konkani,Larsen-Beck Hotel,7622,Thali,Wildlife
Nagaland,Wildlife Sanctuary in Nagaland,Cultural Dance,Malayalam,Barnes PLC Hotel,9767,Prawn Curry,Cultural
Nagaland,Palace in Nagaland,Shopping,Punjabi,"Reed, Roberts and Wright Hotel",9113,Rajasthani Laal Maas,Nature
Nagaland,Wildlife Sanctuary in Nagaland,Shopping,Punjabi,Carpenter and Sons Hotel,6716,Seafood,Religious
Nagaland,Backwaters in Nagaland,Historical Tour,Hindi,Campbell Group Hotel,3491,Thali,Romantic
Nagaland,Beach in Nagaland,Shopping,Marathi,Diaz-Richardson Hotel,2807,Thali,Religious
Nagaland,Wildlife Sanctuary in Nagaland,Wildlife Safari,English,Bond LLC Hotel,9271,Chole Bhature,Religious
Nagaland,Backwaters in Nagaland,Shopping,Malayalam,"Campbell, Patel and Owens Hotel",7227,Thali,Religious
Nagaland,Backwaters in Nagaland,Historical Tour,Hindi,"Allen, Young and Levy Hotel",2467,Rajasthani Laal Maas,Romantic
Odisha,Hill Station in Odisha,Shopping,Marathi,"Flynn, Bright and Patrick Hotel",3155,Idiyappam,Romantic
Odisha,Backwaters in Odisha,Trekking,Hindi,Evans-Shah Hotel,6143,Chole Bhature,Nature
Odisha,Beach in Odisha,Camping,English,"Gilbert, Lopez and Martinez Hotel",9053,Seafood,Historical
Odisha,Palace in Odisha,Camping,Punjabi,"Rivers, Watson and Taylor Hotel",9629,Seafood,Historical
Odisha,Wildlife Sanctuary in Odisha,Historical Tour,English,Rojas-Duran Hotel,8706,Thali,Religious
Odisha,Backwaters in Odisha,Camping,Marathi,Smith-Mosley Hotel,8069,Prawn Curry,Religious
Odisha,Beach in Odisha,Camping,English,Lambert-Montgomery Hotel,2488,Rajasthani Laal Maas,Nature
Odisha,Backwaters in Odisha,Camping,Marathi,Marks Group Hotel,6771,Idiyappam,Cultural
Odisha,Wildlife Sanctuary in Odisha,Historical Tour,Hindi,"Walker, Livingston and Johnson Hotel",7508,Rajasthani Laal Maas,Adventure
Odisha,Temple in Odisha,Cultural Dance,English,"Christensen, Morales and Irwin Hotel",2908,Rajasthani Laal Maas,Adventure
Odisha,Wildlife Sanctuary in Odisha,Historical Tour,Konkani,"Nelson, Richards and Harris Hotel",7653,Seafood,Romantic
Odisha,Temple in Odisha,Wildlife Safari,English,Mcbride Ltd Hotel,7350,Chole Bhature,Cultural
Odisha,Palace in Odisha,Trekking,Tamil,"Murray, Stuart and Nguyen Hotel",6254,Seafood,Historical
Odisha,Backwaters in Odisha,Wildlife Safari,Hindi,Schwartz Inc Hotel,3695,Idiyappam,Romantic
Odisha,Beach in Odisha,Historical Tour,Tamil,"Rivas, Hicks and Tucker Hotel",4477,Dosa,Nature
Odisha,Wildlife Sanctuary in Odisha,Boating,Marathi,Lane Ltd Hotel,8411,Idiyappam,Wildlife
Odisha,Temple in Odisha,Historical Tour,Hindi,"Cobb, Lewis and Price Hotel",7121,Seafood,Adventure
Odisha,Beach in Odisha,Wildlife Safari,Hindi,Soto-Rogers Hotel,7688,Idiyappam,Adventure
Odisha,Hill Station in Odisha,Trekking,Konkani,Pace-Marshall Hotel,8253,Thali,Nature
Odisha,Palace in Odisha,Wildlife Safari,Punjabi,Bailey Ltd Hotel,9066,Chole Bhature,Wildlife
Odisha,Beach in Odisha,Camping,Marathi,Park Group Hotel,6408,Dosa,Cultural
Odisha,Hill Station in Odisha,Trekking,Malayalam,Luna-Harrison Hotel,3538,Thali,Religious
Odisha,Backwaters in Odisha,Wildlife Safari,Marathi,Allen Group Hotel,1520,Seafood,Historical
Odisha,Beach in Odisha,Trekking,Malayalam,Welch PLC Hotel,3838,Dosa,Historical
Odisha,Beach in Odisha,Historical Tour,English,Robinson LLC Hotel,9841,Idiyappam,Nature
Odisha,Hill Station in Odisha,Cultural Dance,Malayalam,Freeman-Cooke Hotel,5933,Dosa,Nature
Odisha,Fort in Odisha,Shopping,Marathi,Brown-Allison Hotel,5266,Prawn Curry,Adventure
Odisha,Wildlife Sanctuary in Odisha,Boating,Hindi,"Jimenez, Barber and Reynolds Hotel",8246,Prawn Curry,Cultural
Odisha,Palace in Odisha,Historical Tour,Tamil,Decker and Sons Hotel,8088,Chole Bhature,Wildlife
Odisha,Wildlife Sanctuary in Odisha,Shopping,Punjabi,Willis-Maynard Hotel,1558,Prawn Curry,Religious
Odisha,Beach in Odisha,Wildlife Safari,Marathi,"Graham, Flores and Martin Hotel",6058,Prawn Curry,Romantic
Odisha,Temple in Odisha,Shopping,Malayalam,Sawyer Inc Hotel,6741,Idiyappam,Adventure
Odisha,Palace in Odisha,Shopping,Punjabi,Steele-Guzman Hotel,5385,Idiyappam,Cultural
Odisha,Wildlife Sanctuary in Odisha,Camping,Marathi,"Mcdonald, Williams and Watkins Hotel",8933,Seafood,Cultural
Odisha,Temple in Odisha,Trekking,Tamil,Harris-Whitney Hotel,5856,Seafood,Nature
Odisha,Backwaters in Odisha,Historical Tour,Konkani,Lewis and Sons Hotel,3463,Idiyappam,Nature
Odisha,Wildlife Sanctuary in Odisha,Historical Tour,Konkani,Graves-Mclaughlin Hotel,5939,Idiyappam,Wildlife
Odisha,Wildlife Sanctuary in Odisha,Shopping,Hindi,"Sanders, Friedman and Mckenzie Hotel",4827,Chole Bhature,Religious
Odisha,Fort in Odisha,Wildlife Safari,Konkani,Fletcher LLC Hotel,2565,Prawn Curry,Historical
Odisha,Beach in Odisha,Wildlife Safari,Tamil,Brown and Sons Hotel,8761,Rajasthani Laal Maas,Wildlife
Odisha,Hill Station in Odisha,Wildlife Safari,English,Phillips PLC Hotel,5334,Seafood,Historical
Odisha,Hill Station in Odisha,Shopping,Tamil,Houston and Sons Hotel,8864,Thali,Cultural
Odisha,Hill Station in Odisha,Trekking,English,"Torres, Sandoval and Cole Hotel",1638,Prawn Curry,Nature
Odisha,Fort in Odisha,Trekking,Malayalam,Whitaker-Hale Hotel,4662,Prawn Curry,Cultural
Odisha,Backwaters in Odisha,Shopping,Tamil,Nunez and Sons Hotel,1879,Seafood,Romantic
Odisha,Beach in Odisha,Historical Tour,English,"Anthony, Deleon and Middleton Hotel",7212,Chole Bhature,Cultural
Odisha,Beach in Odisha,Trekking,Malayalam,Hayes Inc Hotel,2611,Rajasthani Laal Maas,Cultural
Odisha,Beach in Odisha,Shopping,Konkani,Oliver-Young Hotel,5311,Thali,Romantic
Odisha,Palace in Odisha,Cultural Dance,Punjabi,Chen Group Hotel,7334,Dosa,Historical
Odisha,Beach in Odisha,Trekking,Malayalam,Ellis Ltd Hotel,6079,Thali,Nature
Odisha,Palace in Odisha,Cultural Dance,Punjabi,"Anderson, Rogers and Oneal Hotel",9605,Rajasthani Laal Maas,Romantic
Odisha,Wildlife Sanctuary in Odisha,Cultural Dance,Malayalam,Thomas PLC Hotel,3133,Prawn Curry,Religious
Odisha,Beach in Odisha,Camping,Malayalam,Williams-Wilson Hotel,5435,Idiyappam,Romantic
Odisha,Backwaters in Odisha,Trekking,Hindi,"Gilbert, Walls and Larson Hotel",9408,Rajasthani Laal Maas,Romantic
Odisha,Hill Station in Odisha,Trekking,Punjabi,Mckee Inc Hotel,3866,Seafood,Cultural
Odisha,Hill Station in Odisha,Wildlife Safari,Tamil,"Robertson, Miller and Beck Hotel",1961,Prawn Curry,Wildlife
Odisha,Backwaters in Odisha,Wildlife Safari,Tamil,Brown and Sons Hotel,3974,Rajasthani Laal Maas,Historical
Odisha,Hill Station in Odisha,Shopping,Marathi,"Richards, Baker and Smith Hotel",8166,Seafood,Religious
Odisha,Beach in Odisha,Camping,Hindi,Cross-Morris Hotel,9626,Idiyappam,Adventure
Odisha,Wildlife Sanctuary in Odisha,Boating,English,"Rose, Stevens and Lee Hotel",6245,Thali,Adventure
Odisha,Wildlife Sanctuary in Odisha,Cultural Dance,Punjabi,Collins PLC Hotel,5005,Seafood,Historical
Odisha,Palace in Odisha,Trekking,Marathi,"James, Guerrero and Gonzales Hotel",2345,Thali,Religious
Odisha,Hill Station in Odisha,Historical Tour,Marathi,Peterson-Chan Hotel,8571,Thali,Wildlife
Odisha,Temple in Odisha,Boating,Hindi,"Roberts, Massey and Garcia Hotel",9280,Thali,Religious
Odisha,Fort in Odisha,Historical Tour,Tamil,Frye-Wright Hotel,4282,Thali,Religious
Odisha,Wildlife Sanctuary in Odisha,Trekking,Hindi,"Watson, Ramos and Scott Hotel",6992,Idiyappam,Cultural
Odisha,Beach in Odisha,Historical Tour,Konkani,Kim-Mckay Hotel,8284,Rajasthani Laal Maas,Religious
Odisha,Palace in Odisha,Wildlife Safari,Malayalam,"Burke, Wilkins and Yoder Hotel",4720,Dosa,Romantic
Odisha,Fort in Odisha,Trekking,Hindi,"Cole, Blanchard and Hampton Hotel",7053,Dosa,Historical
Odisha,Fort in Odisha,Camping,Hindi,Hanna-Garcia Hotel,2481,Thali,Historical
Odisha,Beach in Odisha,Boating,Malayalam,"Dunn, Butler and Kim Hotel",1701,Thali,Cultural
Odisha,Temple in Odisha,Boating,Marathi,Carroll-Phelps Hotel,9060,Thali,Religious
Odisha,Wildlife Sanctuary in Odisha,Shopping,Hindi,Alvarado-Ball Hotel,8896,Seafood,Religious
Odisha,Palace in Odisha,Trekking,English,Adams Inc Hotel,7736,Prawn Curry,Nature
Odisha,Backwaters in Odisha,Wildlife Safari,Tamil,"Miller, Patterson and Hoffman Hotel",2738,Rajasthani Laal Maas,Historical
Odisha,Temple in Odisha,Boating,English,Kerr-Jackson Hotel,3465,Thali,Cultural
Odisha,Wildlife Sanctuary in Odisha,Camping,Malayalam,Benson-Mitchell Hotel,6076,Rajasthani Laal Maas,Historical
Odisha,Wildlife Sanctuary in Odisha,Trekking,Tamil,Wall-Collins Hotel,3317,Prawn Curry,Religious
Odisha,Fort in Odisha,Shopping,Hindi,"Mcdaniel, Mayo and Davidson Hotel",9265,Idiyappam,Nature
Odisha,Temple in Odisha,Camping,Malayalam,"Durham, Hansen and Ross Hotel",5512,Dosa,Nature
Odisha,Beach in Odisha,Shopping,English,"Casey, Brown and Novak Hotel",6440,Chole Bhature,Cultural
Odisha,Wildlife Sanctuary in Odisha,Boating,English,Valdez Inc Hotel,7407,Seafood,Nature
Odisha,Backwaters in Odisha,Historical Tour,Hindi,"Smith, Fuller and Smith Hotel",3860,Chole Bhature,Religious
Punjab,Beach in Punjab,Wildlife Safari,Malayalam,Stanton PLC Hotel,2848,Seafood,Wildlife
Punjab,Backwaters in Punjab,Cultural Dance,Hindi,Perez-Love Hotel,5949,Chole Bhature,Wildlife
Punjab,Wildlife Sanctuary in Punjab,Historical Tour,Konkani,"Jackson, Carrillo and Alvarado Hotel",9273,Seafood,Historical
Punjab,Fort in Punjab,Trekking,English,Montgomery Group Hotel,4492,Dosa,Wildlife
Punjab,Backwaters in Punjab,Camping,Malayalam,Sosa-Kelley Hotel,3046,Seafood,Religious
Punjab,Temple in Punjab,Historical Tour,Hindi,Phillips Ltd Hotel,9128,Prawn Curry,Cultural
Punjab,Hill Station in Punjab,Cultural Dance,Marathi,Flynn-Gordon Hotel,1894,Rajasthani Laal Maas,Religious
Punjab,Hill Station in Punjab,Camping,Konkani,Johnson-Hunter Hotel,7383,Prawn Curry,Romantic
Punjab,Hill Station in Punjab,Trekking,Tamil,Martinez Group Hotel,2107,Seafood,Nature
Punjab,Palace in Punjab,Wildlife Safari,Punjabi,"Meyer, Hunt and Potts Hotel",3309,Chole Bhature,Romantic
Punjab,Fort in Punjab,Shopping,Hindi,"Schneider, Mccormick and Huang Hotel",4297,Idiyappam,Historical
Punjab,Fort in Punjab,Historical Tour,Konkani,Gomez Group Hotel,6178,Rajasthani Laal Maas,Romantic
Punjab,Wildlife Sanctuary in Punjab,Wildlife Safari,Tamil,"Bishop, Duke and Mcdowell Hotel",5682,Dosa,Romantic
Punjab,Temple in Punjab,Shopping,Marathi,Rogers-Miller Hotel,8402,Seafood,Religious
Punjab,Temple in Punjab,Historical Tour,Hindi,"Hanson, Ward and Martinez Hotel",1658,Prawn Curry,Romantic
Punjab,Hill Station in Punjab,Camping,Tamil,Johnson-Kaiser Hotel,5740,Thali,Romantic
Punjab,Backwaters in Punjab,Boating,Tamil,Dominguez-Thomas Hotel,2951,Prawn Curry,Nature
Punjab,Fort in Punjab,Trekking,Tamil,Turner PLC Hotel,6277,Prawn Curry,Cultural
Punjab,Fort in Punjab,Boating,Hindi,Gill-Greene Hotel,8662,Chole Bhature,Nature
Punjab,Palace in Punjab,Historical Tour,Marathi,Bennett Inc Hotel,4803,Dosa,Romantic
Punjab,Backwaters in Punjab,Cultural Dance,English,Wilson-Moran Hotel,4733,Idiyappam,Adventure
Punjab,Beach in Punjab,Camping,Marathi,"Lewis, Ferrell and Rodriguez Hotel",5907,Prawn Curry,Historical
Punjab,Hill Station in Punjab,Historical Tour,Hindi,Johnson Group Hotel,9760,Seafood,Nature
Punjab,Beach in Punjab,Wildlife Safari,Marathi,Reed Inc Hotel,8221,Chole Bhature,Adventure
Punjab,Temple in Punjab,Boating,English,"Morales, Sherman and Payne Hotel",1659,Seafood,Nature
Punjab,Beach in Punjab,Boating,Punjabi,Munoz-Hart Hotel,9555,Rajasthani Laal Maas,Wildlife
Punjab,Beach in Punjab,Shopping,Hindi,"Hamilton, Barker and Hernandez Hotel",7386,Chole Bhature,Nature
Punjab,Beach in Punjab,Shopping,English,Rowe and Sons Hotel,1532,Thali,Nature
Punjab,Palace in Punjab,Wildlife Safari,Marathi,Little-Shannon Hotel,7675,Seafood,Cultural
Punjab,Hill Station in Punjab,Cultural Dance,Punjabi,Williams-Fuller Hotel,8107,Dosa,Religious
Punjab,Fort in Punjab,Trekking,Marathi,Anderson-Bryant Hotel,1579,Thali,Romantic
Punjab,Fort in Punjab,Wildlife Safari,Konkani,"Pearson, Chavez and Phillips Hotel",2974,Thali,Adventure
Punjab,Palace in Punjab,Historical Tour,Konkani,Montgomery-Ochoa Hotel,1543,Thali,Romantic
Punjab,Wildlife Sanctuary in Punjab,Shopping,Hindi,"Lozano, Vega and Bailey Hotel",7799,Prawn Curry,Cultural
Punjab,Backwaters in Punjab,Cultural Dance,English,"Sullivan, Valencia and Munoz Hotel",5351,Seafood,Wildlife
Punjab,Temple in Punjab,Boating,Tamil,Freeman-Garcia Hotel,9033,Rajasthani Laal Maas,Wildlife
Punjab,Fort in Punjab,Trekking,Tamil,Crawford-Miller Hotel,1645,Prawn Curry,Cultural
Punjab,Backwaters in Punjab,Camping,Malayalam,Mcdonald-Watson Hotel,2846,Idiyappam,Cultural
Punjab,Fort in Punjab,Historical Tour,Tamil,"Gordon, Henry and Smith Hotel",5727,Dosa,Religious
Punjab,Palace in Punjab,Trekking,Hindi,Nunez Inc Hotel,9938,Chole Bhature,Wildlife
Punjab,Beach in Punjab,Boating,Tamil,"Wise, Patterson and Anderson Hotel",3445,Thali,Wildlife
Punjab,Wildlife Sanctuary in Punjab,Boating,Tamil,Solomon and Sons Hotel,2851,Thali,Romantic
Punjab,Palace in Punjab,Camping,Hindi,"Sullivan, Burns and Barry Hotel",7551,Rajasthani Laal Maas,Adventure
